iter	RMSE
202	14988.96653
203	14946.83465
204	14917.73786
205	14882.83668
206	14852.94113
207	14823.44865
208	14794.22252
209	14748.52193
210	14724.83064
211	14696.01408
212	14648.25281
213	14616.27731
214	14576.37901
215	14537.61017
216	14488.37402
217	14457.8677
218	14415.34621
219	14394.79674
220	14376.58267
221	14352.71354
222	14303.28471
223	14280.63719
224	14256.87533
225	14216.89607
226	14182.09186
227	14157.85669
228	14140.3313
229	14100.61965
230	14068.30539
231	14040.91888
232	13997.65486
233	13957.6241
234	13905.8788
235	13860.74771
236	13844.0003
237	13826.42774
238	13771.66689
239	13741.9978
240	13706.75285
241	13668.3182
242	13648.47976
243	13631.1896
244	13593.18257
245	13576.24913
246	13523.55496
247	13491.37848
248	13447.63598
249	13404.52822
250	13362.67194
251	13315.68772
252	13285.09011
253	13225.87221
254	13201.68193
255	13173.52704
256	13136.42208
257	13089.75684
258	13048.47083
259	13039.17817
260	13005.19811
261	12967.97311
262	12938.27559
263	12913.75828
264	12902.91133
265	12868.59292
266	12819.39169
267	12781.52353
268	12742.51299
269	12703.38803
270	12672.05085
271	12624.21413
272	12580.23124
273	12568.03855
274	12553.43162
275	12524.6023
276	12515.08097
277	12486.13273
278	12466.42534
279	12445.80798
280	12404.22825
281	12373.24991
282	12336.58497
283	12300.18714
284	12276.76913
285	12258.95412
286	12224.65872
287	12202.58489
288	12178.97412
289	12144.01447
290	12115.91299
291	12105.40703
292	12085.75464
293	12056.26954
294	12034.36902
295	12013.36842
296	11996.00478
297	11970.7668
298	11959.08487
299	11939.58389
300	11902.99895
301	11859.30181
302	11831.3764
303	11829.32188
304	11806.0179
305	11789.74423
306	11761.33581
307	11752.37414
308	11728.68026
309	11707.17856
310	11671.47509
311	11641.57044
312	11612.51834
313	11591.12416
314	11566.79338
315	11530.55808
316	11522.63081
317	11488.87299
318	11472.41531
319	11451.32016
320	11426.74448
321	11420.68296
322	11389.12406
323	11364.16767
324	11338.35423
325	11336.4336
326	11334.68103
327	11300.16822
328	11287.67944
329	11269.67402
330	11242.34835
331	11240.59366
332	11211.3363
333	11182.73575
334	11158.6167
335	11118.36137
336	11090.61
337	11085.94344
338	11068.13311
339	11046.02877
340	11028.45369
341	11013.27283
342	10986.13083
343	10967.48594
344	10939.97208
345	10924.94882
346	10905.48354
347	10867.38349
348	10852.43138
349	10824.14659
350	10809.12847
351	10796.6773
352	10771.04185
353	10762.38031
354	10741.34416
355	10725.42514
356	10701.31064
357	10687.793
358	10679.89323
359	10649.77653
360	10626.90522
361	10603.76565
362	10571.13875
363	10532.56764
364	10510.66981
365	10478.41858
366	10463.83086
367	10443.03513
368	10416.50929
369	10397.40993
370	10359.32685
371	10333.9886
372	10310.37107
373	10297.60053
374	10268.20712
375	10243.17282
376	10223.85092
377	10216.32637
378	10197.49088
379	10177.72073
380	10163.82704
381	10159.68039
382	10157.18187
383	10132.67347
384	10122.92966
385	10103.25644
386	10079.72234
387	10055.1666
388	10052.94061
389	10031.70054
390	10013.95756
391	9981.131031
392	9960.307175
393	9946.192525
394	9928.449374
395	9924.206388
396	9904.099045
397	9871.404626
398	9849.807175
399	9843.265381
400	9822.89298
401	9798.289952
402	9786.210751
403	9761.548403
404	9746.580353
405	9714.200597
406	9689.976711
407	9668.456594
408	9652.89397
409	9651.654688
410	9645.747998
411	9626.433564
412	9608.095153
413	9581.962471
414	9565.360668
415	9555.433703
416	9542.030331
417	9524.139605
418	9512.52294
419	9497.786292
420	9482.731363
421	9470.3457
422	9451.857595
423	9432.670911
424	9420.860076
425	9398.268384
426	9396.568631
427	9376.888212
428	9359.374514
429	9331.113236
430	9302.452746
431	9292.790134
432	9267.963008
433	9262.813134
434	9248.464976
435	9224.035564
436	9222.841026
437	9205.987065
438	9181.596218
439	9163.020436
440	9143.38112
441	9117.541636
442	9091.905826
443	9087.568402
444	9067.432305
445	9048.129323
446	9033.552615
447	9017.469849
448	9001.104458
449	8981.208704
450	8966.093367
451	8951.688917
452	8934.867887
453	8919.600186
454	8900.263683
455	8889.148635
456	8871.93957
457	8847.277306
458	8828.233992
459	8815.730578
460	8798.342158
461	8771.39861
462	8756.427759
463	8744.117915
464	8727.304692
465	8715.577079
466	8701.023623
467	8699.432378
468	8687.720014
469	8672.97681
470	8648.258914
471	8633.354603
472	8610.251003
473	8590.838757
474	8565.452154
475	8541.33041
476	8528.546797
477	8516.254513
478	8501.655854
479	8489.424061
480	8471.588234
481	8455.383566
482	8426.922784
483	8408.775393
484	8391.347557
485	8381.328411
486	8380.264244
487	8361.560045
488	8334.545581
489	8314.248182
490	8298.401308
491	8281.20299
492	8258.21764
493	8242.454036
494	8219.518946
495	8207.113142
496	8196.724165
497	8183.750876
498	8169.78455
499	8156.221419
500	8142.455841
501	8121.367617
502	8120.248133
503	8105.037443
504	8087.521837
505	8078.2266
506	8063.284329
507	8040.738625
508	8021.282817
509	8010.185549
510	7987.245045
511	7977.266401
512	7970.325821
513	7945.13133
514	7919.688298
515	7909.495285
516	7897.322612
517	7881.477625
518	7865.871894
519	7848.844835
520	7842.612928
521	7822.681926
522	7806.495628
523	7783.280492
524	7768.142989
525	7744.067499
526	7730.129678
527	7715.246716
528	7703.247089
529	7692.561471
530	7680.782288
531	7660.136266
532	7653.085484
533	7641.764185
534	7624.042472
535	7612.362687
536	7599.649398
537	7582.598615
538	7561.429877
539	7548.371611
540	7538.517145
541	7529.07289
542	7513.062964
543	7498.054706
544	7474.044974
545	7455.803795
546	7440.811264
547	7435.024181
548	7420.583044
549	7404.766087
550	7392.965193
551	7373.384272
552	7354.792885
553	7343.58186
554	7333.583915
555	7327.683483
556	7320.678399
557	7312.462033
558	7305.540071
559	7299.282725
560	7289.950748
561	7269.148867
562	7254.354257
563	7240.481374
564	7233.401053
565	7213.358667
566	7194.445681
567	7183.331963
568	7177.526495
569	7171.620504
570	7161.10691
571	7148.876063
572	7145.677195
573	7144.080347
574	7133.934139
575	7129.491369
576	7121.632568
577	7120.509034
578	7119.249138
579	7107.559518
580	7091.73826
581	7072.579469
582	7067.867679
583	7046.393096
584	7039.697108
585	7019.428309
586	7013.210069
587	7012.264526
588	7011.12606
589	6995.787942
590	6987.342434
591	6977.457185
592	6967.776148
593	6959.518212
594	6949.753898
595	6942.258808
596	6930.273976
597	6916.574236
598	6915.360318
599	6900.945182
600	6900.138071
601	6878.988258
602	6866.292332
603	6861.397966
604	6856.93642
605	6842.743132
606	6832.867765
607	6817.194269
608	6816.46551
609	6815.711556
610	6805.308132
611	6785.07418
612	6772.927216
613	6757.139148
614	6738.745498
615	6723.586105
616	6713.957362
617	6704.156045
618	6698.839391
619	6687.283961
620	6678.372079
621	6664.473434
622	6659.263604
623	6643.148638
624	6632.179658
625	6613.649682
626	6605.890456
627	6591.701008
628	6576.082997
629	6558.945071
630	6551.398309
631	6547.726374
632	6538.720887
633	6532.725353
634	6518.639883
635	6511.024464
636	6501.770707
637	6493.096716
638	6480.459353
639	6473.675678
640	6458.954401
641	6445.588243
642	6427.336584
643	6416.381763
644	6404.54652
645	6403.763283
646	6389.697152
647	6381.096428
648	6380.557996
649	6372.062576
650	6368.929333
651	6362.731767
652	6355.627476
653	6341.429901
654	6324.615216
655	6314.751479
656	6308.99125
657	6294.335478
658	6285.437233
659	6284.644886
660	6281.457758
661	6264.718396
662	6254.370718
663	6244.667229
664	6238.585401
665	6226.133059
666	6218.273891
667	6207.960602
668	6200.463253
669	6191.832718
670	6191.287064
671	6172.112989
672	6160.049586
673	6151.193415
674	6150.580655
675	6147.721332
676	6138.282144
677	6128.247038
678	6113.251477
679	6105.697271
680	6097.276571
681	6079.782046
682	6073.298295
683	6062.341856
684	6046.39174
685	6036.49813
686	6027.366426
687	6015.027451
688	6005.19425
689	5990.408093
690	5979.066359
691	5962.046666
692	5953.058812
693	5942.113631
694	5928.002993
695	5920.170937
696	5912.358406
697	5897.358267
698	5891.526153
699	5880.544509
700	5870.521671
701	5859.331965
702	5853.259114
703	5847.104339
704	5846.506658
705	5836.831873
706	5827.932789
707	5822.266736
708	5821.723123
709	5821.212045
710	5820.130318
711	5817.841592
712	5817.194411
713	5812.341219
714	5801.094206
715	5787.472108
716	5784.703862
717	5776.547948
718	5770.589321
719	5764.830018
720	5754.878323
721	5747.899374
722	5736.197515
723	5725.077999
724	5724.577508
725	5714.380275
726	5704.747906
727	5688.827607
728	5681.923015
729	5676.747038
730	5670.267954
731	5669.79809
732	5669.256857
733	5667.895644
734	5659.804634
735	5648.538382
736	5636.177066
737	5621.423919
738	5614.720933
739	5607.646318
740	5599.161924
741	5584.858818
742	5583.634489
743	5568.956228
744	5561.290745
745	5549.593236
746	5546.510159
747	5537.032919
748	5527.628337
749	5518.098747
750	5509.374163
751	5505.316702
752	5493.509257
753	5484.444856
754	5468.619481
755	5460.717992
756	5451.110165
757	5446.836213
758	5433.865445
759	5426.649807
760	5422.7944
761	5411.007751
762	5403.774964
763	5402.146846
764	5395.687804
765	5392.698918
766	5389.79053
767	5381.137116
768	5380.520886
769	5373.328703
770	5365.956616
771	5356.293985
772	5347.161421
773	5337.757006
774	5329.394168
775	5328.557546
776	5323.399545
777	5318.55067
778	5306.639575
779	5301.288526
780	5293.051428
781	5282.479228
782	5282.013074
783	5279.245216
784	5272.655693
785	5272.25801
786	5267.573502
787	5263.528893
788	5263.184884
789	5257.404099
790	5247.549095
791	5235.900203
792	5228.307512
793	5217.912432
794	5214.804355
795	5209.8701
796	5198.801732
797	5189.378162
798	5188.922438
799	5186.40484
800	5176.957998
801	5165.386923
802	5163.325346
803	5155.646988
804	5155.158445
805	5145.000685
806	5144.586803
807	5137.907752
808	5129.624526
809	5124.505416
810	5117.074023
811	5111.891955
812	5105.262687
813	5097.849937
814	5090.769064
815	5083.414501
816	5075.666785
817	5074.966429
818	5064.78409
819	5055.155185
820	5042.261964
821	5034.41462
822	5030.59239
823	5022.527058
824	5015.859299
825	5015.461455
826	5010.231932
827	5006.186776
828	4998.723688
829	4990.223269
830	4981.101737
831	4976.439339
832	4972.963827
833	4972.568856
834	4964.434162
835	4962.398167
836	4959.267875
837	4954.645614
838	4940.59873
839	4936.238898
840	4928.858205
841	4921.849834
842	4915.218071
843	4904.450095
844	4899.925403
845	4891.349517
846	4884.041629
847	4883.73729
848	4875.614113
849	4867.061577
850	4860.500107
851	4857.105643
852	4847.332666
853	4837.751435
854	4834.7689
855	4834.488836
856	4828.31252
857	4821.619559
858	4811.085088
859	4803.572474
860	4803.193657
861	4796.091409
862	4783.579722
863	4772.732408
864	4759.643821
865	4756.727777
866	4747.685437
867	4747.432345
868	4743.132259
869	4732.225459
870	4724.122118
871	4720.408719
872	4712.65993
873	4708.614708
874	4702.583664
875	4691.626457
876	4686.041963
877	4674.353436
878	4665.972028
879	4661.776446
880	4650.886183
881	4644.323532
882	4638.203016
883	4633.978387
884	4633.677243
885	4629.293516
886	4625.943699
887	4615.083544
