iter	Passed	Remaining
0	165	164983
1	167	83449
2	169	56271
3	170	42538
4	172	34404
5	175	29026
6	178	25252
7	180	22356
8	182	20111
9	184	18302
10	186	16805
11	189	15586
12	191	14520
13	193	13605
14	195	12816
15	197	12125
16	199	11512
17	201	10969
18	203	10498
19	206	10095
20	208	9704
21	210	9341
22	212	9018
23	214	8715
24	216	8450
25	219	8220
26	221	7979
27	223	7764
28	225	7555
29	227	7363
30	229	7181
31	231	7013
32	234	6869
33	236	6720
34	238	6576
35	241	6461
36	245	6379
37	248	6288
38	250	6178
39	253	6080
40	255	5978
41	258	5895
42	260	5800
43	263	5715
44	265	5639
45	268	5568
46	271	5502
47	273	5428
48	276	5363
49	278	5294
50	281	5230
51	283	5165
52	285	5103
53	287	5042
54	290	4988
55	293	4943
56	295	4895
57	298	4852
58	301	4802
59	303	4753
60	308	4753
61	312	4725
62	315	4686
63	318	4663
64	321	4630
65	324	4593
66	327	4558
67	329	4522
68	332	4484
69	334	4450
70	337	4416
71	340	4382
72	342	4349
73	344	4315
74	347	4287
75	350	4260
76	352	4229
77	355	4205
78	358	4182
79	361	4155
80	363	4128
81	367	4114
82	370	4088
83	373	4069
84	376	4048
85	379	4030
86	382	4014
87	386	4001
88	388	3978
89	391	3954
90	394	3937
91	396	3915
92	399	3894
93	401	3874
94	404	3856
95	407	3835
96	410	3822
97	413	3807
98	416	3793
99	419	3774
100	422	3759
101	425	3745
102	428	3732
103	431	3720
104	435	3708
105	438	3695
106	441	3684
107	444	3671
108	447	3660
109	450	3646
110	453	3635
111	456	3618
112	459	3605
113	462	3593
114	465	3580
115	468	3569
116	471	3557
117	474	3548
118	477	3536
119	481	3528
120	484	3519
121	487	3509
122	490	3500
123	493	3484
124	495	3470
125	498	3457
126	501	3444
127	504	3435
128	506	3423
129	510	3413
130	513	3403
131	516	3393
132	518	3381
133	521	3371
134	524	3361
135	528	3354
136	532	3352
137	536	3348
138	539	3342
139	542	3334
140	546	3330
141	549	3322
142	552	3313
143	555	3301
144	558	3292
145	561	3283
146	564	3274
147	567	3267
148	570	3260
149	574	3254
150	577	3249
151	580	3238
152	583	3228
153	585	3218
154	588	3208
155	591	3201
156	594	3193
157	597	3185
158	600	3178
159	603	3168
160	606	3162
161	609	3154
162	613	3151
163	618	3151
164	621	3147
165	625	3140
166	628	3137
167	632	3132
168	635	3124
169	638	3115
170	641	3108
171	643	3097
172	644	3083
173	647	3075
174	652	3073
175	654	3062
176	657	3056
177	660	3049
178	663	3042
179	665	3031
180	666	3017
181	669	3008
182	671	2996
183	673	2987
184	675	2975
185	676	2961
186	678	2951
187	681	2942
188	683	2932
189	684	2919
190	687	2911
191	689	2902
192	692	2893
193	694	2885
194	697	2877
195	699	2869
196	701	2861
197	704	2853
198	706	2845
199	709	2837
200	711	2829
201	714	2821
202	716	2813
203	718	2805
204	721	2797
205	723	2788
206	725	2780
207	728	2773
208	730	2766
209	733	2759
210	735	2752
211	738	2745
212	741	2738
213	743	2730
214	745	2723
215	748	2716
216	750	2708
217	753	2701
218	755	2695
219	758	2688
220	760	2681
221	763	2674
222	765	2667
223	768	2661
224	770	2655
225	773	2648
226	775	2642
227	778	2636
228	781	2631
229	784	2627
230	787	2622
231	790	2617
232	793	2612
233	796	2607
234	799	2602
235	802	2597
236	805	2592
237	808	2587
238	811	2582
239	813	2577
240	816	2572
241	819	2567
242	822	2562
243	825	2556
244	828	2552
245	830	2546
246	833	2542
247	836	2537
248	839	2532
249	842	2528
250	845	2523
251	848	2519
252	851	2514
253	854	2509
254	857	2505
255	860	2500
256	863	2496
257	866	2492
258	869	2487
259	872	2483
260	875	2478
261	878	2474
262	881	2469
263	884	2465
264	887	2460
265	890	2457
266	893	2453
267	896	2447
268	899	2443
269	902	2438
270	905	2434
271	907	2429
272	910	2424
273	913	2420
274	916	2416
275	920	2413
276	923	2409
277	928	2412
278	931	2406
279	934	2401
280	936	2397
281	939	2391
282	941	2385
283	944	2381
284	947	2376
285	950	2372
286	953	2367
287	955	2362
288	958	2358
289	961	2353
290	963	2348
291	966	2343
292	969	2338
293	971	2333
294	974	2328
295	977	2324
296	980	2320
297	983	2315
298	985	2311
299	988	2306
300	991	2302
301	994	2298
302	996	2293
303	999	2288
