iter	RMSE
300	36947.3875
301	36937.3771
302	36917.36433
303	36912.67438
304	36911.88251
305	36909.49821
306	36906.40335
307	36882.43354
308	36880.31706
309	36879.63818
310	36851.20115
311	36850.66632
312	36837.38348
313	36832.35203
314	36822.49514
315	36820.42767
316	36803.56838
317	36780.44535
318	36764.69999
319	36739.83211
320	36719.70685
321	36698.66066
322	36670.99884
323	36670.37369
324	36669.80565
325	36640.81795
326	36616.37588
327	36601.00237
328	36583.53149
329	36570.70935
330	36570.06604
331	36561.6124
332	36551.56174
333	36551.05327
334	36539.3183
335	36520.83094
336	36502.42543
337	36489.15187
338	36473.25247
339	36465.15056
340	36461.06241
341	36451.8465
342	36451.45989
343	36440.93806
344	36440.31653
345	36427.03007
346	36423.61931
347	36421.97212
348	36420.53698
349	36418.76112
350	36408.98559
351	36407.11412
352	36406.65237
353	36391.78613
354	36368.24969
355	36351.35989
356	36349.93578
357	36328.5517
358	36324.13321
359	36322.44968
360	36310.09788
361	36296.67328
362	36284.81082
363	36284.37996
364	36283.69486
365	36270.2229
366	36257.14079
367	36253.05301
368	36235.02239
369	36231.98896
370	36218.92701
371	36201.56227
372	36197.76118
373	36184.50181
374	36184.03748
375	36162.70856
376	36161.54836
377	36154.32982
378	36142.23549
379	36132.89611
380	36117.54715
381	36113.625
382	36112.32984
383	36112.09845
384	36099.01589
385	36082.0299
386	36080.64998
387	36072.53427
388	36063.4429
389	36061.97428
390	36037.98462
391	36026.48302
392	36019.78626
393	36016.67161
394	36006.09101
395	35984.37546
396	35975.36704
397	35974.08687
398	35964.30793
399	35929.57734
400	35917.09861
401	35896.92019
402	35892.77927
403	35869.14728
404	35854.87963
405	35842.38654
406	35832.84167
407	35827.98618
408	35822.28105
409	35820.53232
410	35816.32309
411	35815.91593
412	35811.39925
413	35792.98753
414	35785.59626
415	35783.17767
416	35782.91973
417	35775.00593
418	35767.49862
419	35767.22356
420	35759.09743
421	35749.2989
422	35743.13369
423	35742.82203
424	35735.65941
425	35731.93369
426	35719.46942
427	35715.55952
428	35708.96347
429	35705.73939
430	35700.71002
431	35700.37285
432	35694.8073
433	35683.59784
434	35668.45288
435	35664.33644
436	35656.41693
437	35647.1492
438	35640.63055
439	35633.79959
440	35613.112
441	35608.26409
442	35608.0524
443	35602.38813
444	35598.47019
445	35569.09783
446	35564.92307
447	35564.65554
448	35553.48239
449	35539.79558
450	35536.05104
451	35535.84091
452	35535.60312
453	35526.39272
454	35525.54102
455	35521.73592
456	35509.70114
457	35504.93648
458	35499.97033
459	35499.7361
460	35499.16986
461	35490.53437
462	35486.33586
463	35471.35544
464	35468.67997
465	35449.60117
466	35434.68533
467	35432.83004
468	35432.60504
469	35430.26481
470	35424.00506
471	35418.289
472	35399.78233
473	35396.73643
474	35395.65041
475	35382.09133
476	35378.15951
477	35377.94184
478	35371.81101
479	35364.64883
480	35361.88833
481	35352.94127
482	35343.95655
483	35329.49622
484	35329.28385
485	35323.2401
486	35317.9446
487	35304.52946
488	35285.96338
489	35269.91523
490	35269.36422
491	35266.47268
492	35258.94153
493	35258.85499
494	35253.96472
495	35244.51403
496	35228.84924
497	35213.95154
498	35209.54432
499	35202.69023
500	35195.86128
501	35179.57409
502	35179.42408
503	35177.6363
504	35171.71509
505	35161.79439
506	35161.60114
507	35159.17916
508	35135.55253
509	35133.51537
510	35111.87325
511	35104.90821
512	35104.69016
513	35098.07656
514	35090.71784
515	35084.87256
516	35084.39281
517	35082.0219
518	35078.34484
519	35078.21179
520	35071.65242
521	35051.14972
522	35048.86638
523	35034.18452
524	35020.98628
525	35006.38382
526	34994.88448
527	34993.49765
528	34988.26103
529	34983.60343
530	34981.44718
531	34972.19758
532	34963.8863
533	34953.02102
534	34948.04028
535	34930.82418
536	34924.22497
537	34909.83027
538	34902.09085
539	34900.55545
540	34899.08231
541	34892.96393
542	34889.90857
543	34885.82027
544	34885.45591
545	34876.56059
546	34867.23534
547	34865.39642
548	34856.42452
549	34843.20453
550	34842.78944
551	34839.07083
552	34838.84254
553	34822.74833
554	34817.63066
555	34816.69882
556	34804.42344
557	34790.41431
558	34784.9207
559	34778.7328
560	34772.8682
561	34766.4972
562	34762.10301
563	34759.40864
564	34750.57071
565	34746.34987
566	34740.79602
567	34722.28235
568	34717.31057
569	34713.32705
570	34708.33993
571	34706.86556
572	34701.76074
573	34696.82782
574	34691.57789
575	34673.32649
576	34670.74397
577	34657.22959
578	34653.6817
579	34645.4785
580	34636.13309
581	34628.21018
582	34621.29995
583	34611.13585
584	34607.52401
585	34603.54999
586	34602.10183
587	34595.32546
588	34593.12563
589	34591.32706
590	34586.16078
591	34583.59702
592	34579.98858
593	34579.63741
594	34575.8308
595	34572.3656
596	34570.05749
597	34564.63824
598	34553.73557
599	34544.18758
600	34534.26194
601	34524.78981
602	34522.87206
603	34522.7205
604	34520.957
605	34507.92274
606	34493.65957
607	34489.62258
608	34478.49987
609	34475.69299
610	34474.24086
611	34462.99864
612	34461.61305
613	34457.64399
614	34446.55905
615	34436.64094
616	34427.7913
617	34427.66954
618	34420.64754
619	34413.49787
620	34406.4747
621	34394.45599
622	34388.14271
623	34384.32776
624	34373.4568
625	34366.96181
626	34366.71491
627	34366.51217
628	34343.3407
629	34343.07402
630	34340.05586
631	34336.09323
632	34328.88031
633	34319.87866
634	34311.69755
635	34303.21924
636	34298.98687
637	34285.36491
638	34267.62446
639	34254.3434
640	34247.83486
641	34242.67613
642	34233.6169
643	34224.21267
644	34211.06813
645	34204.77562
646	34198.43455
647	34198.24143
648	34195.31259
649	34188.43968
650	34184.24691
651	34180.71566
652	34176.63331
653	34171.82457
654	34164.51614
655	34158.73032
656	34144.33465
657	34139.56779
658	34135.87563
659	34121.09834
660	34119.16147
661	34110.0322
662	34098.90896
663	34098.67411
664	34091.38625
665	34088.5651
666	34088.31902
667	34087.03262
668	34076.85404
669	34073.58176
670	34063.57037
671	34053.63893
672	34045.06646
673	34044.6692
674	34040.4806
675	34034.86598
676	34033.36212
677	34030.35508
678	34029.73936
679	34024.70571
680	34022.21201
681	34020.07443
682	34017.92056
683	34003.81447
684	34003.21227
685	34000.28439
686	33997.79582
687	33994.64083
688	33989.6763
689	33985.01329
690	33984.30115
691	33972.41114
692	33971.03866
693	33968.16146
694	33957.18948
695	33955.81306
696	33944.8566
697	33936.26704
698	33931.5191
699	33924.13957
700	33915.89073
701	33915.10398
702	33908.43028
703	33897.18614
704	33892.95513
705	33892.7578
706	33880.67023
707	33875.09272
708	33868.62055
709	33860.03753
710	33859.2115
711	33850.37192
712	33837.93315
713	33819.17585
714	33812.75794
715	33801.59441
716	33788.77685
717	33779.75221
718	33774.25634
719	33769.40132
720	33765.18996
721	33761.60728
722	33760.80063
723	33753.93763
724	33743.03338
725	33736.24824
726	33724.66913
727	33716.95596
728	33712.50384
729	33707.34707
730	33705.57612
731	33702.20797
732	33699.87121
733	33697.24362
734	33694.74834
735	33689.57611
736	33682.74429
737	33678.84133
738	33673.19782
739	33672.22054
740	33663.22823
741	33661.86626
742	33658.63385
743	33658.30247
744	33650.59481
745	33650.51417
746	33648.6062
747	33644.08174
748	33640.16003
749	33639.21075
750	33636.48985
751	33628.19426
752	33626.18835
753	33626.05847
754	33623.60255
755	33617.38945
756	33616.78508
757	33605.52815
758	33605.27482
759	33595.84558
760	33590.30562
761	33584.23289
762	33577.19536
763	33574.12171
764	33563.38568
765	33554.87272
766	33544.31588
767	33540.94451
768	33540.86536
769	33540.75883
770	33536.67317
771	33526.84353
772	33516.39752
773	33512.77715
774	33510.67712
775	33500.71316
776	33491.3085
777	33489.0555
778	33485.07922
779	33480.81601
780	33472.61346
781	33468.9693
782	33468.71096
783	33467.28602
784	33462.56007
785	33460.91188
786	33454.58089
787	33451.82287
788	33449.88498
789	33448.96166
790	33443.7755
791	33440.77855
792	33434.92219
793	33429.36629
794	33427.90053
795	33423.45214
796	33423.17005
797	33415.65994
798	33415.29742
799	33411.84731
800	33411.22991
801	33402.30747
802	33393.48542
803	33391.49777
804	33389.18523
805	33384.01686
806	33377.06695
807	33373.06442
808	33372.49494
809	33369.03901
810	33367.54925
811	33360.31669
812	33351.81206
813	33348.5216
814	33344.77555
815	33339.93181
816	33337.40448
817	33334.13943
818	33325.03339
819	33323.31304
820	33311.52688
821	33306.42717
822	33304.27248
823	33299.90545
824	33291.24038
825	33287.36062
826	33281.05702
827	33270.58706
828	33268.98104
829	33265.78177
830	33260.49696
831	33252.40667
832	33245.62188
833	33245.01926
834	33241.25724
835	33234.42897
836	33234.10216
837	33224.15589
838	33224.07551
839	33217.1309
840	33209.51727
841	33208.56515
842	33203.80058
843	33201.37488
844	33199.5458
845	33194.64472
846	33188.15532
847	33186.92296
848	33184.84882
849	33181.80019
850	33176.32415
851	33170.92007
852	33168.32023
853	33161.7822
854	33161.64871
855	33153.42985
856	33148.27972
857	33139.44192
858	33136.87093
859	33129.83876
860	33122.77159
861	33121.59985
862	33114.72091
863	33111.92242
864	33100.62432
865	33092.96711
866	33089.0659
867	33086.3486
868	33083.12154
869	33076.79186
870	33073.60542
871	33067.78051
872	33065.2563
873	33055.38664
874	33054.40001
875	33048.67935
876	33042.30749
877	33036.29083
878	33035.54796
879	33027.18412
880	33023.35808
881	33018.72915
882	33014.25293
883	33007.92869
884	33005.97855
885	32995.28053
886	32994.57511
887	32993.75936
888	32988.39208
889	32988.31452
890	32985.80203
891	32980.38365
892	32973.76925
893	32969.70269
894	32965.62075
895	32959.49752
896	32953.8042
897	32950.13053
898	32949.14476
899	32943.85978
900	32939.82396
901	32930.04269
902	32929.27109
903	32926.51803
904	32924.70572
905	32923.02593
906	32921.69954
907	32919.6575
908	32916.35918
909	32911.38486
910	32909.59311
911	32902.56196
912	32892.43325
913	32890.63949
914	32888.20079
915	32879.31189
916	32876.46051
917	32867.99042
918	32864.40871
919	32862.75517
920	32855.01092
921	32852.71783
922	32852.67908
923	32852.25414
924	32849.99717
925	32846.88376
926	32842.36577
927	32836.50293
928	32830.54459
929	32824.39705
930	32817.83654
931	32810.50341
932	32808.23318
933	32803.46376
934	32796.28216
935	32792.01165
936	32787.53152
937	32780.62742
938	32771.50245
939	32770.17871
940	32763.31776
941	32760.76401
942	32751.2343
943	32749.43297
944	32748.30546
945	32747.23226
946	32746.32725
947	32742.67706
948	32742.5867
949	32741.28779
950	32732.59557
951	32727.94159
952	32724.26927
953	32720.48593
954	32718.03075
955	32716.1321
956	32711.57612
957	32704.60155
958	32701.30561
959	32698.40211
960	32693.06654
961	32684.5772
962	32683.54625
963	32680.6764
964	32675.59078
965	32670.48362
966	32666.57835
967	32664.78342
968	32660.81663
969	32657.3642
970	32655.83275
971	32655.75022
972	32652.84969
973	32651.39605
974	32645.01585
975	32641.4464
976	32637.63609
977	32634.73422
978	32632.18655
979	32625.76375
980	32622.45164
981	32619.08626
982	32610.28897
983	32606.07052
984	32597.48603
985	32588.64555
986	32580.91497
987	32578.59881
988	32574.57576
989	32572.57229
990	32569.68049
991	32565.11008
992	32560.21585
993	32552.28015
994	32543.59483
995	32542.09381
996	32535.24338
997	32533.9881
998	32528.01291
999	32525.5361
