iter	RMSE
734	13245.71595
735	13239.60889
736	13235.37834
737	13218.5458
738	13211.39039
739	13207.95432
740	13200.44966
741	13185.13541
742	13180.04306
743	13179.23978
744	13167.63167
745	13163.60256
746	13151.51542
747	13143.21456
748	13128.79206
749	13124.0011
750	13119.02525
751	13101.81861
752	13088.20311
753	13083.39349
754	13074.08238
755	13063.48846
756	13059.42058
757	13042.93361
758	13030.95645
759	13024.73196
760	13006.23569
761	12991.45074
762	12977.4017
763	12970.19449
764	12964.23048
765	12959.89221
766	12956.0621
767	12949.98287
768	12941.30773
769	12936.85662
770	12929.55639
771	12918.44534
772	12901.2422
773	12888.22315
774	12870.17485
775	12859.02717
776	12847.60302
777	12839.89859
778	12833.73496
779	12823.0853
780	12806.22589
781	12795.95515
782	12791.91509
783	12786.57069
784	12780.80459
785	12776.16752
786	12757.78209
787	12747.05444
788	12738.11921
789	12726.95381
790	12716.0759
791	12704.13083
792	12690.31035
793	12684.31994
794	12679.54665
795	12675.13962
796	12668.69731
797	12661.72774
798	12657.61592
799	12652.44471
800	12635.66909
801	12619.39651
802	12612.89273
803	12595.87195
804	12586.7376
805	12571.79168
806	12555.74157
807	12539.40362
808	12529.85554
809	12526.07967
810	12522.41306
811	12518.66612
812	12502.72802
813	12490.80639
814	12485.45754
815	12470.81275
816	12456.66143
817	12448.34398
818	12437.19176
819	12419.79533
820	12407.00267
821	12400.63257
822	12390.51115
823	12376.29286
824	12362.06269
825	12350.55912
826	12345.69527
827	12343.05002
828	12335.67147
829	12325.30235
830	12317.68421
831	12309.60942
832	12307.72118
833	12293.40362
834	12278.90185
835	12275.26069
836	12265.8875
837	12253.34009
838	12249.29813
839	12242.94845
840	12241.63323
841	12233.51584
842	12230.13752
843	12221.9162
844	12219.37971
845	12203.13585
846	12196.46895
847	12191.98175
848	12184.62687
849	12174.58297
850	12167.34536
851	12157.87344
852	12150.30215
853	12139.85704
854	12127.66309
855	12117.1961
856	12113.00449
857	12102.41189
858	12094.38796
859	12092.24194
860	12081.572
861	12074.51278
862	12065.39479
863	12057.88614
864	12052.90417
865	12044.02408
866	12036.12475
867	12028.77687
868	12024.83857
869	12009.519
870	12001.30753
871	11993.54122
872	11983.24467
873	11971.83734
874	11966.876
875	11957.4849
876	11948.22093
877	11945.23138
878	11926.99201
879	11913.63612
880	11907.72927
881	11896.93805
882	11885.12786
883	11875.41498
884	11871.54518
885	11867.11493
886	11854.59569
887	11842.51649
888	11829.62416
889	11824.98776
890	11816.15955
891	11807.86825
892	11800.02087
893	11790.18137
894	11778.28784
895	11776.0503
896	11764.63305
897	11759.54465
898	11748.43379
899	11746.80989
900	11740.68108
901	11731.01949
902	11723.99391
903	11716.39307
904	11705.00551
905	11697.65924
906	11690.96879
907	11686.78273
908	11679.44269
909	11671.22505
910	11664.4984
911	11654.80986
912	11647.45125
913	11640.29747
914	11627.55537
915	11622.14265
916	11612.58252
917	11606.61321
918	11599.35086
919	11589.42987
920	11582.17221
921	11573.71323
922	11568.01113
923	11558.10725
924	11551.90538
925	11549.12416
926	11542.57535
927	11539.79474
928	11530.16778
929	11518.70782
930	11513.14382
931	11506.50592
932	11493.57672
933	11485.84519
934	11478.49168
935	11472.15708
936	11467.11293
937	11454.48824
938	11446.76175
939	11438.02436
940	11433.20236
941	11430.28426
942	11426.2371
943	11413.42663
944	11403.03983
945	11399.58662
946	11393.12388
947	11386.9084
948	11374.17162
949	11365.25946
950	11355.71008
951	11350.60871
952	11343.06119
953	11328.59072
954	11317.41907
955	11310.78387
956	11295.31515
957	11290.28458
958	11286.24997
959	11285.66408
960	11270.43864
961	11264.99843
962	11258.23362
963	11244.45939
964	11232.75273
965	11230.61162
966	11226.37244
967	11217.40417
968	11210.0729
969	11199.85186
970	11192.60047
971	11190.3692
972	11187.80817
973	11177.50637
974	11171.16833
975	11160.21146
976	11148.79871
977	11133.0258
978	11125.21042
979	11122.48578
980	11119.5841
981	11114.50351
982	11112.49122
983	11101.63031
984	11090.20559
985	11085.26649
986	11076.62189
987	11075.92775
988	11072.47048
989	11070.08086
990	11067.07313
991	11061.89404
992	11056.65267
993	11050.34523
994	11044.34548
995	11040.35187
996	11035.53746
997	11031.33137
998	11030.58599
999	11016.64531
