iter	RMSE
741	7558.953469
742	7550.113704
743	7545.222426
744	7533.081279
745	7526.441497
746	7517.444238
747	7516.904421
748	7503.434201
749	7498.250728
750	7490.691494
751	7481.44663
752	7473.88153
753	7465.576368
754	7455.928265
755	7447.706348
756	7446.96797
757	7444.555995
758	7431.757519
759	7422.716134
760	7400.696015
761	7396.650295
762	7386.181415
763	7385.543463
764	7379.341507
765	7374.863192
766	7365.574177
767	7352.91206
768	7343.551353
769	7331.333193
770	7329.246373
771	7321.203095
772	7312.903482
773	7305.002446
774	7289.287686
775	7279.442264
776	7275.626698
777	7261.264866
778	7257.281184
779	7251.712448
780	7239.981439
781	7231.258612
782	7224.394779
783	7220.188306
784	7204.814149
785	7192.519159
786	7184.445314
787	7172.704233
788	7165.95697
789	7158.397674
790	7148.314897
791	7130.972895
792	7121.472962
793	7113.387121
794	7098.409865
795	7088.794691
796	7078.810415
797	7071.718861
798	7067.613875
799	7063.82247
800	7058.686346
801	7052.412078
802	7040.680536
803	7034.48904
804	7032.834308
805	7021.779276
806	7018.577228
807	7011.147534
808	7006.665917
809	6995.9739
810	6993.382001
811	6987.470932
812	6971.342078
813	6962.835775
814	6955.592502
815	6944.401795
816	6934.607506
817	6931.436632
818	6915.762053
819	6908.094697
820	6896.772953
821	6892.668523
822	6887.72271
823	6882.616095
824	6868.969118
825	6861.997402
826	6849.737281
827	6847.944345
828	6842.170337
829	6833.377892
830	6825.024245
831	6812.872688
832	6803.44021
833	6792.788075
834	6792.565549
835	6784.421051
836	6782.121248
837	6773.151599
838	6761.838281
839	6750.773475
840	6742.738638
841	6737.36909
842	6725.783222
843	6716.243326
844	6707.339912
845	6697.580083
846	6693.865401
847	6691.661467
848	6686.563623
849	6682.896551
850	6679.37376
851	6675.447431
852	6665.705569
853	6663.094528
854	6656.222591
855	6646.735521
856	6634.379218
857	6627.462665
858	6621.811689
859	6616.206499
860	6608.703213
861	6600.990911
862	6595.423666
863	6587.131005
864	6576.004926
865	6569.045904
866	6553.712119
867	6544.236549
868	6537.641345
869	6528.349548
870	6521.482526
871	6514.559705
872	6511.451732
873	6508.453613
874	6507.835334
875	6498.802109
876	6493.047004
877	6486.978209
878	6483.899471
879	6475.307437
880	6468.646839
881	6463.752028
882	6461.532099
883	6454.681353
884	6444.832241
885	6440.081509
886	6429.301231
887	6422.441867
888	6413.633478
889	6403.432363
890	6398.611347
891	6389.802266
892	6380.083111
893	6372.212625
894	6363.971973
895	6358.727457
896	6348.633788
897	6347.048776
898	6346.865164
899	6337.355736
900	6332.492102
901	6326.425943
902	6314.373028
903	6305.752112
904	6291.256053
905	6280.367954
906	6275.701114
907	6265.478937
908	6254.965707
909	6243.72351
910	6238.196832
911	6229.544355
912	6225.615052
913	6217.238124
914	6210.051317
915	6201.915994
916	6194.194897
917	6191.669011
918	6184.816738
919	6174.785379
920	6166.223216
921	6159.225283
922	6154.130446
923	6146.335994
924	6136.212506
925	6129.824426
926	6118.640925
927	6109.50241
928	6099.58595
929	6091.690235
930	6086.046468
931	6075.731216
932	6067.135254
933	6057.724819
934	6050.794744
935	6042.863264
936	6035.139612
937	6031.554746
938	6027.38609
939	6021.635944
940	6017.921357
941	6007.285621
942	5999.828415
943	5993.125395
944	5987.777474
945	5986.609968
946	5979.389269
947	5977.597362
948	5973.494844
949	5964.159774
950	5957.799248
951	5955.7549
952	5954.302195
953	5944.434434
954	5940.0724
955	5931.725318
956	5929.127918
957	5927.3895
958	5920.518013
959	5911.842231
960	5904.418617
961	5899.062171
962	5891.804536
963	5890.693868
964	5882.070062
965	5874.34078
966	5869.541287
967	5866.827996
968	5863.48994
969	5854.798438
970	5847.366561
971	5841.403937
972	5834.646822
973	5827.798423
974	5821.101984
975	5815.804316
976	5807.948384
977	5806.322007
978	5796.861257
979	5785.841879
980	5781.114622
981	5774.109871
982	5766.242199
983	5758.341481
984	5749.495756
985	5745.993596
986	5742.354514
987	5737.822928
988	5734.920043
989	5724.665464
990	5719.987628
991	5714.033344
992	5702.429151
993	5697.899141
994	5690.773746
995	5680.282175
996	5677.098698
997	5668.478039
998	5661.453495
999	5652.525279
